"item_id","item_type","name","categories","date_created"
"1247","Hammers & Mallets","16 oz. Fiberglass Handle Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-16T11:05:52.000"
"1248","Hammers & Mallets","16 oz. Fiberglass Handle Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-16T11:06:08.000"
"1249","Taping Knives","Pittsburgh 8"" Stainless Steel Taping Knife","Concrete & Masonry, Floor & Wall","2016-07-16T11:14:44.000"
"1250","Taping Knives","Pittsburgh 8","Concrete & Masonry, Floor & Wall","2016-07-16T11:15:03.000"
"1251","Pipe Wrenches","Pipe Wrench 24""","Carpentry & Woodworking, Clamps, Concrete & Masonry, Mechanical Tools","2016-07-16T11:15:12.000"
"1252","Stud finder","Stud Finder","Electrical, Floor & Wall","2016-07-16T11:15:31.000"
"1253","Taping Knives","Pittsburgh 8","Concrete & Masonry, Floor & Wall","2016-07-16T11:15:43.000"
"1254","Pipe Wrenches","Pipe Wrench 24""","Carpentry & Woodworking, Clamps, Concrete & Masonry, Mechanical Tools","2016-07-16T11:16:27.000"
"1255","Pipe Wrenches","Pipe Wrench 24""","Carpentry & Woodworking, Clamps, Concrete & Masonry, Mechanical Tools","2016-07-16T11:17:09.000"
"1256","Taping Knives","10"" Stainless Steel Taping Knife","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-16T11:22:57.000"
"1257","Taping Knives","Taping knife","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-16T11:23:14.000"
"1258","Taping Knives","10","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-16T11:23:21.000"
"1259","Taping Knives","10","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-16T11:23:31.000"
"1260","Pipe Wrenches","Craftsman Pipe Wrench 10""","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T11:24:11.000"
"1261","Pipe Wrenches","Pipe Wrench 10""","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T11:28:21.000"
"1262","Pipe Wrenches","Fuller Pipe Wrench 10""","Carpentry & Woodworking, Clamps, Concrete & Masonry, Mechanical Tools","2016-07-16T11:32:03.000"
"1263","Power Drill 1/2in","9 Amp 1/2 in. Spade Handle Drill","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall, Power Tools","2016-07-16T11:32:17.000"
"1264","Pipe Wrenches","Pittsburgh Pipe Wrench 18""","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T11:38:19.000"
"1265","Pipe Wrenches","Pittsburgh Pipe Wrench 18""","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T11:38:54.000"
"1266","Rubber Mallets","Estwing Deadhead Rubber Mallet","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-16T11:39:12.000"
"1267","Rubber Mallets","Estwing Deadhead Rubber Mallet","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-16T11:39:25.000"
"1268","Pipe Wrenches","Pittsburgh Pipe Wrench 18""","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T11:39:35.000"
"1269","Pipe Wrenches","Pipe Wrench 18","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T11:43:01.000"
"1270","Pipe Wrenches","Pittsburgh Pipe Wrench 14""","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T11:45:54.000"
"1271","Loppers","25"" Anvil Lopper","Gardening & Digging","2016-07-16T11:48:52.000"
"1272","Loppers","Pruner","Gardening & Digging","2016-07-16T11:49:31.000"
"1273","Loppers","25","Gardening & Digging","2016-07-16T11:50:02.000"
"1274","Pipe Wrenches","Ridgid Pipe Wrench 14""","Carpentry & Woodworking, Clamps, Mechanical Tools, Plumbing & Drain Cleaning","2016-07-16T11:51:43.000"
"1275","Loppers","10-Inch Compact Job-Site Table Saw with 20-Inch Max Rip Capacity - 120V","Carpentry & Woodworking, Power Tools","2016-07-16T11:56:00.000"
"1276","Loppers","Loppers","Gardening & Digging","2016-07-16T11:56:09.000"
"1277","Saws","Portland Saw Hand Saw 22""","Carpentry & Woodworking, Mechanical Tools","2016-07-16T11:58:21.000"
"1278","Saws","Portland Saw Hand Saw 22""","Carpentry & Woodworking, Mechanical Tools","2016-07-16T12:00:11.000"
"1279","Saws","Portland Saw Hand Saw 22""","Carpentry & Woodworking, Mechanical Tools","2016-07-16T12:00:57.000"
"1280","Saws","Portland Saw Hand Saw 22""","Carpentry & Woodworking, Mechanical Tools","2016-07-16T12:01:42.000"
"1281","Paint Roller Frame","Extendable Paint Roller","Floor & Wall","2016-07-16T12:06:40.000"
"1282","Hoes","Ames Hoe/Cultivator Combo","Gardening & Digging, Mechanical Tools","2016-07-16T12:06:44.000"
"1283","Paint Roller Frame","2 ft. - 4 ft. Extendable Paint Roller","Floor & Wall","2016-07-16T12:06:48.000"
"1284","Hand Shovel","Hand Shovel","Gardening & Digging","2016-07-16T12:16:19.000"
"1285","Hand Shovel","Hand Rake","Gardening & Digging","2016-07-16T12:17:15.000"
"1286","Putty Knives","Putty Knife Painter's Tool","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-16T12:21:15.000"
"1287","Hand Shovel","Digging Bar","Gardening & Digging","2016-07-16T12:21:21.000"
"1288","Putty Knives","Putty Knife","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-16T12:23:08.000"
"1289","Putty Knives","Putty Knife","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-16T12:23:40.000"
"1290","Putty Knives","Putty Knife","Floor & Wall, Mechanical Tools","2016-07-16T12:29:50.000"
"1291","Putty Knives","Putty Knife","Floor & Wall, Mechanical Tools","2016-07-16T12:30:35.000"
"1292","Putty Knives","Putty Knife","Floor & Wall, Mechanical Tools","2016-07-16T12:31:26.000"
"1293","Shears","Hedge Shears","Gardening & Digging, Mechanical Tools","2016-07-16T12:37:45.000"
"1294","Shears","ACE Hedge Shears","Gardening & Digging, Mechanical Tools","2016-07-16T12:41:09.000"
"1295","Square Shovel","Square Shovel","Gardening & Digging, Mechanical Tools","2016-07-16T12:51:17.000"
"1296","Square Shovel","Ames Shovel - Square","Gardening & Digging, Mechanical Tools","2016-07-16T12:52:20.000"
"1297","Square Shovel","Square Shovel","Gardening & Digging, Mechanical Tools","2016-07-16T12:53:41.000"
"1298","Digging Fork","Ames Digging/Bedding Fork","Gardening & Digging, Mechanical Tools","2016-07-16T13:01:51.000"
"1299","Digging Fork","Ames Digging/Bedding Fork","Gardening & Digging, Mechanical Tools","2016-07-16T13:02:31.000"
"1300","Extension Cords","5-Head Extension Cord Power Squid","Electrical, Floor & Wall, Mechanical Tools","2016-07-16T13:03:51.000"
"1301","Digging Fork","Ames Digging/Bedding Fork","Gardening & Digging, Mechanical Tools","2016-07-16T13:04:45.000"
"1302","Paint Roller Frame","Paint Roller Frame","Floor & Wall, Mechanical Tools","2016-07-16T13:16:11.000"
"1303","Paint Roller Frame","Paint Roller Frame","Floor & Wall, Mechanical Tools","2016-07-16T13:17:13.000"
"1304","Paint Roller Frame","Paint roller frame","Floor & Wall, Mechanical Tools","2016-07-16T13:17:52.000"
"1305","Paint Roller Frame","Paint roller frame","Floor & Wall, Mechanical Tools","2016-07-16T13:19:52.000"
"1306","Metal Garden Rake","Bow Rake","Gardening & Digging, Mechanical Tools","2016-07-16T13:25:57.000"
"1307","Metal Garden Rake","Ames Garden Rake","Gardening & Digging, Mechanical Tools","2016-07-16T13:26:33.000"
"1308","Wooden Leaf Rake","Ames Leaf Rake","Gardening & Digging, Mechanical Tools","2016-07-16T13:30:31.000"
"1309","Wooden Leaf Rake","Ames Leaf Rake","Gardening & Digging, Mechanical Tools","2016-07-16T13:30:42.000"
"1310","Weeders","Ames Dandelion Digger",,"2016-07-16T13:35:26.000"
"1311","Weeders","Ames Dandelion Digger",,"2016-07-16T13:36:06.000"
"1312","Weeders","Ames Dandelion Digger/Weeder",,"2016-07-16T13:36:24.000"
"1313","Weeders","Weeder - Wood Handle","Gardening & Digging, Mechanical Tools","2016-07-16T13:44:45.000"
"1314","Fruit Pickers","Nishigaki Fruit Picker 5'","Gardening & Digging, Mechanical Tools","2016-07-16T13:52:32.000"
"1315","Maul","Axe","Carpentry & Woodworking, Mechanical Tools","2016-07-16T13:56:51.000"
"1316","Square Shovel","Square Shovel","Gardening & Digging","2016-07-16T14:05:02.000"
"1317","Square Shovel","Square Shovel","Gardening & Digging","2016-07-16T14:07:23.000"
"1318","Hack saw","10 in. Mini Hack Saw","Carpentry & Woodworking, Mechanical Tools","2016-07-16T16:15:57.000"
"1319","Power Saws","Skil Saw","Carpentry & Woodworking, Power Tools","2016-07-16T16:44:09.000"
"1320","Files","File Rasp","Carpentry & Woodworking, Floor & Wall","2016-07-16T16:45:45.000"
"1321","C-Clamps","C-Clamp: Cincinnati Tool Co. No.54 Super Junior","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T16:56:13.000"
"1322","C-Clamps","C-Clamp: Cincinnati Tool Co. No.54 Super Junior","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T16:56:38.000"
"1323","C-Clamps","C-Clamp: Cincinnati Tool Co. No.54 Super Junior","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T16:56:51.000"
"1324","C-Clamps","C-Clamp: Cincinnati Tool Co. No.54 Super Junior","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T16:57:14.000"
"1325","C-Clamps","C-Clamp: Cincinnati Tool Co. No.54 Super Junior","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T16:57:29.000"
"1326","C-Clamps","C-Clamp: Cincinnati Tool Co. No.54 Super Junior","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T16:57:56.000"
"1327","C-Clamps","C-Clamp: Cincinnati Tool Co. No.54 Super Junior","Carpentry & Woodworking, Clamps, Mechanical Tools","2016-07-16T16:59:46.000"
"1328","Power Saws","Skil Saw","Carpentry & Woodworking, Power Tools","2016-07-16T17:01:02.000"
"1329","Hammer Drills","Makita Hammer Drill","Carpentry & Woodworking, Concrete & Masonry, Power Tools","2016-07-17T18:18:23.000"
"1330","Loppers","Fiskars Lopping Shears",,"2016-07-17T18:31:28.000"
"1331","Reciprocating Saw","Milwaukee Sawzall Reciprocating Saw","Carpentry & Woodworking, Floor & Wall, Power Tools","2016-07-17T18:38:19.000"
"1332","Claw Hammers","Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T18:58:05.000"
"1333","Claw Hammers","Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T18:58:17.000"
"1334","Claw Hammers","Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T18:58:24.000"
"1335","Claw Hammers","Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T18:58:30.000"
"1336","Claw Hammers","Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T18:58:40.000"
"1337","Claw Hammers","Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T18:58:46.000"
"1338","Claw Hammers","Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T18:58:50.000"
"1339","Claw Hammers","Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T19:00:02.000"
"1340","Claw Hammers","Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T19:00:17.000"
"1341","Claw Hammers","Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T19:00:28.000"
"1342","Claw Hammers","Small Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T19:02:39.000"
"1343","Claw Hammers","Small Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T19:03:12.000"
"1344","Claw Hammers","Small Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T19:03:16.000"
"1345","Claw Hammers","Small Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-17T19:03:22.000"
"1346","Back Saw","Disston Back Saw","Carpentry & Woodworking, Mechanical Tools","2016-07-17T19:44:59.000"
"1347","Staple Gun","Bostitch Tacker","Carpentry & Woodworking, Mechanical Tools","2016-07-17T19:50:55.000"
"1348","Trowel","Ace Hardware Hand Trowel","Gardening & Digging, Mechanical Tools","2016-07-17T20:06:44.000"
"1349","Hoes","Half Moon Hand Hoe","Gardening & Digging","2016-07-17T20:14:01.000"
"1350","Trowel","Hand Trowel","Gardening & Digging","2016-07-17T20:16:14.000"
"1351","Electric Hedge Trimmer","Little Wonder Hedge Trimmer","Gardening & Digging, Power Tools","2016-07-17T20:33:34.000"
"1352","Pipe Wrenches","Pipe Wrench","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-18T13:24:12.000"
"1353","Pipe Wrenches","Pipe Wrench","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-18T13:25:17.000"
"1354","Pipe Wrenches","Pipe Wrench","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-18T13:31:15.000"
"1355","Pipe Wrenches","Pipe Wrench","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-18T13:34:10.000"
"1356","Pipe Wrenches","Pipe Wrench","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-18T14:17:32.000"
"1357","Pipe Wrenches","Pipe Wrench","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-18T14:27:54.000"
"1358","Pipe Wrenches","Pipe Wrench","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-18T14:46:58.000"
"1359","Pipe Wrenches","Pipe Wrench","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-18T15:15:07.000"
"1360","Pipe Wrenches","Pipe Wrench","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-18T15:16:48.000"
"1361","Pipe Wrenches","Pipe Wrench","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-18T15:21:43.000"
"1362","Crescent Wrench","Crescent Wrench","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-18T15:37:22.000"
"1363","Crescent Wrench","Crescent Wrench","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-18T15:38:13.000"
"1364","Tile Nipper","Tile Nipper","Floor & Wall","2016-07-18T16:52:16.000"
"1365","Tile Nipper","Tile Nipper","Floor & Wall","2016-07-18T16:59:42.000"
"1366","Brick Trowel","Brick Trowel","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-18T20:21:47.000"
"1367","Brick Trowel","Brick Trowel","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-18T20:22:52.000"
"1368","Brick Trowel","Brick Trowel","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-18T20:23:23.000"
"1369","Brick Trowel","Brick Trowel","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-18T20:23:51.000"
"1370","Brick Trowel","Brick Trowel","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-18T20:23:58.000"
"1371","Brick Trowel","Brick Trowel (Small)","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-18T20:24:21.000"
"1372","Brick Trowel","Brick Trowel (Small)","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-18T20:24:39.000"
"1373","Brick Trowel","Brick Trowel (Small)","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-18T20:24:52.000"
"1374","Brick Trowel","Brick Trowel (Small)","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-18T20:25:10.000"
"1375","Brick Trowel","Brick Trowel (Small)","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-18T20:25:24.000"
"1376","Ball Peen Hammers","Ball Peen Hammer (Large)","Carpentry & Woodworking, Concrete & Masonry, Electrical, Mechanical Tools","2016-07-18T20:30:28.000"
"1377","Ball Peen Hammers","Ball Peen Hammer (Medium)","Carpentry & Woodworking, Concrete & Masonry, Electrical, Mechanical Tools","2016-07-18T20:31:13.000"
"1378","Ball Peen Hammers","Ball Peen Hammer (Medium)","Carpentry & Woodworking, Concrete & Masonry, Electrical, Mechanical Tools","2016-07-18T20:31:36.000"
"1379","Ball Peen Hammers","Ball Peen Hammer (Small)","Carpentry & Woodworking, Concrete & Masonry, Electrical, Mechanical Tools","2016-07-18T20:31:54.000"
"1380","Claw Hammers","Claw hammer","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-18T20:34:54.000"
"1381","Claw Hammers","Claw hammer","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-18T20:35:13.000"
"1382","Claw Hammers","Claw hammer","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-18T20:35:35.000"
"1383","Tape Measures","Measuring Tape (25'X1"")","Carpentry & Woodworking, Floor & Wall","2016-07-19T19:41:46.000"
"1384","Planes","Stanley Pocket Plane","Carpentry & Woodworking, Floor & Wall","2016-07-19T19:45:40.000"
"1385","Random Orbit Sander","Makita 3 Amp 5 in. Corded Random Orbit Sander with Variable Speed","Carpentry & Woodworking, Floor & Wall, Power Tools","2016-07-19T19:51:18.000"
"1386","Pliers, Cutters, and Snips","10"" V-Jaw Plier","Carpentry & Woodworking, Floor & Wall, Mechanical Tools, Plumbing & Drain Cleaning","2016-07-19T19:51:46.000"
"1387","Random Orbit Sander","Makita 3 Amp 5 in. Corded Random Orbit Sander with Variable Speed","Carpentry & Woodworking, Floor & Wall, Power Tools","2016-07-19T19:53:13.000"
"1388","Wood Chisel","DeWalt Wood Chisel (1"")","Carpentry & Woodworking, Floor & Wall","2016-07-19T19:59:09.000"
"1389","Wood Chisel","DeWalt Wood Chisel (1/4"")","Carpentry & Woodworking, Floor & Wall","2016-07-19T19:59:57.000"
"1390","Wood Chisel","DeWalt Wood Chisel (1/2"")","Carpentry & Woodworking, Floor & Wall","2016-07-19T20:00:17.000"
"1391","Wood Chisel","DeWalt Wood Chisel (3/4"")","Carpentry & Woodworking, Floor & Wall","2016-07-19T20:00:38.000"
"1392","Wood Chisel","DeWalt Wood Chisel (1"")","Carpentry & Woodworking, Floor & Wall","2016-07-19T20:00:55.000"
"1393","Quick Grip Clamp","DeWalt Quick Grip Clamp/Medium Trigger Clamp","Carpentry & Woodworking, Clamps, Floor & Wall","2016-07-19T20:03:20.000"
"1394","Quick Grip Clamp","DeWalt Quick Grip Clamp/Medium Trigger Clamp","Carpentry & Woodworking, Clamps, Floor & Wall","2016-07-19T20:04:10.000"
"1395","Quick Grip Clamp","DeWalt Quick Grip Clamp/Medium Trigger Clamp","Carpentry & Woodworking, Clamps, Floor & Wall","2016-07-19T20:04:21.000"
"1396","Quick Grip Clamp","DeWalt Quick Grip Clamp/Medium Trigger Clamp","Carpentry & Woodworking, Clamps, Floor & Wall","2016-07-19T20:05:22.000"
"1397","Needle Nose Pliers","Long - Nose Pliers (8","Electrical, Mechanical Tools","2016-07-19T20:05:24.000"
"1398","Flat Screwdriver","Klein Tools Cabinet-Tip Screwdriver (3/16"")","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall, Mechanical Tools","2016-07-19T20:09:35.000"
"1399","Quick Grip Clamp","DeWalt Quick Grip Clamp/12 in. Medium Trigger Clamp","Carpentry & Woodworking, Clamps, Floor & Wall","2016-07-19T20:10:28.000"
"1400","Quick Grip Clamp","DeWalt Quick Grip Clamp/12 in. Medium Trigger Clamp","Carpentry & Woodworking, Clamps, Floor & Wall","2016-07-19T20:10:59.000"
"1401","Drywall Saws","6"" Jab Saw","Concrete & Masonry, Floor & Wall","2016-07-19T20:25:10.000"
"1402","Screwdriver Sets","11-in-1 Screwdriver/Nut Driver","Carpentry & Woodworking, Electrical, Mechanical Tools","2016-07-19T20:33:10.000"
"1403","Crimpers","9-3/4 in. Crimping Tool","Electrical, Mechanical Tools","2016-07-19T20:41:44.000"
"1404","Multimeters","Manual Ranging Digital Multimeter","Electrical, Floor & Wall","2016-07-19T20:46:17.000"
"1405","Voltage Tester","Dual Range NCVT with RT105","Electrical, Floor & Wall","2016-07-19T20:54:19.000"
"1406","Conduit Benders","Greenlee 840AH Site Rite Aluminum Hand Bender Head With Handle For 1/2"" EMT","Carpentry & Woodworking, Concrete & Masonry, Material Handling, Mechanical Tools","2016-07-19T22:04:06.000"
"1407","Pliers, Cutters, and Snips","Milwaukee Long Nose Pliers","Electrical, Mechanical Tools","2016-07-19T22:07:40.000"
"1408","Conduit Benders","Klein Tools 3/4 in. Conduit Bender and Handle","Carpentry & Woodworking, Concrete & Masonry, Material Handling, Mechanical Tools","2016-07-19T22:08:51.000"
"1409","Claw Hammers","Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-19T22:35:56.000"
"1410","Claw Hammers","Claw Hammer","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-19T22:37:10.000"
"1411","Shears","Hedge Shears","Gardening & Digging, Mechanical Tools","2016-07-19T22:40:14.000"
"1412","Hammers & Mallets","Drywall Hammer","Carpentry & Woodworking, Floor & Wall","2016-07-19T22:44:48.000"
"1413","Hammers & Mallets","Drywall Hammer","Carpentry & Woodworking, Floor & Wall","2016-07-19T22:49:44.000"
"1414","Claw Hammers","Light Duty Claw Hammer","Carpentry & Woodworking, Floor & Wall","2016-07-19T22:54:31.000"
"1415","Tape Measures","Stanley 25' LeverLock Tape Rule","Carpentry & Woodworking, Floor & Wall","2016-07-19T22:58:06.000"
"1416","Cordless Drills","1/2 in. VSR Pistol Grip Drill with E-Clutch Anti-Lock Control","Carpentry & Woodworking, Floor & Wall, Mechanical Tools, Power Tools","2016-07-19T23:02:57.000"
"1417","Cordless Drills","Black & Decker 12v Cordless Drill/Driver Tool","Carpentry & Woodworking, Floor & Wall, Power Tools","2016-07-19T23:07:12.000"
"1418","Hammers & Mallets","Drywall Hammer","Carpentry & Woodworking, Floor & Wall","2016-07-19T23:09:54.000"
"1419","Joint Knives","Hyde 6"" Joint Knife","Carpentry & Woodworking, Concrete & Masonry, Gardening & Digging","2016-07-19T23:19:03.000"
"1420","Joint Knives","Hyde 6"" Joint Knife","Carpentry & Woodworking, Concrete & Masonry, Gardening & Digging","2016-07-19T23:19:08.000"
"1421","Hammers & Mallets","Wooden Mallet","Carpentry & Woodworking, Floor & Wall, Gardening & Digging","2016-07-19T23:21:56.000"
"1422","Weeders","Hand Weeder","Gardening & Digging","2016-07-19T23:27:55.000"
"1423","Joint Knives","2"" Joint Knife","Concrete & Masonry, Floor & Wall","2016-07-19T23:32:05.000"
"1424","Pliers, Cutters, and Snips","Lug Crimping Pliers","Carpentry & Woodworking, Electrical, Floor & Wall, Mechanical Tools","2016-07-19T23:36:49.000"
"1425","Joint Knives","Hyde 6","Carpentry & Woodworking, Concrete & Masonry, Gardening & Digging","2016-07-19T23:40:04.000"
"1426","Pliers, Cutters, and Snips","Wire Stripper/cutter","Electrical, Mechanical Tools","2016-07-19T23:42:44.000"
"1427","Pliers, Cutters, and Snips","Slip Joint Pliers","Carpentry & Woodworking, Electrical, Mechanical Tools","2016-07-19T23:45:08.000"
"1428","Pliers, Cutters, and Snips","Proto 234 ""Multi-Plier"" Adjustable Compound-Leverage Pliers","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-19T23:47:47.000"
"1429","Pliers, Cutters, and Snips","Slip Joint Bent Nose Pliers","Electrical, Mechanical Tools","2016-07-19T23:50:02.000"
"1430","Flat Screwdriver","Craftsman Screwdriver 6""","Carpentry & Woodworking, Electrical, Floor & Wall","2016-07-19T23:53:16.000"
"1431","Hammers & Mallets","Estwing Splitting Tool","Carpentry & Woodworking, Floor & Wall","2016-07-19T23:56:36.000"
"1432","Joint Knives","Hyde 6"" Joint Knife","Carpentry & Woodworking, Concrete & Masonry, Gardening & Digging","2016-07-19T23:57:47.000"
"1433","Measuring & Layout Tools","Komeleon Meter-Man 4-Inch Measuring Wheel","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-20T20:13:46.000"
"1434","Measuring & Layout Tools","Komeleon Meter-Man 4-Inch Measuring Wheel","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-20T20:13:55.000"
"1435","Measuring & Layout Tools","Komeleon Meter-Man 4-Inch Measuring Wheel","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-20T20:13:58.000"
"1436","Measuring & Layout Tools","Komeleon Meter-Man 4-Inch Measuring Wheel","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-20T20:14:02.000"
"1437","Measuring & Layout Tools","Komeleon Meter-Man 4-Inch Measuring Wheel","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-20T20:14:05.000"
"1438","Fish Tapes","100ft Fish Tape Wire Puller","Electrical, Floor & Wall, Mechanical Tools","2016-07-20T21:21:53.000"
"1439","Fish Tapes","100ft Fish Tape Wire Puller","Electrical, Floor & Wall, Mechanical Tools","2016-07-20T21:21:58.000"
"1440","Fish Tapes","100ft Fish Tape Wire Puller","Electrical, Floor & Wall, Mechanical Tools","2016-07-20T21:22:01.000"
"1441","Levels","Pittsburgh 24in I-Beam Level","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall","2016-07-20T21:26:41.000"
"1442","Levels","Pittsburgh 24in I-Beam Level","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall","2016-07-20T21:27:28.000"
"1443","Levels","Pittsburgh 24in I-Beam Level","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall","2016-07-20T21:27:32.000"
"1444","Levels","Pittsburgh 24in I-Beam Level","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall","2016-07-20T21:27:36.000"
"1445","Levels","Pittsburgh 24in I-Beam Level","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall","2016-07-20T21:27:40.000"
"1446","Levels","Pittsburgh 24in I-Beam Level","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall","2016-07-20T21:27:43.000"
"1447","Quick Grip Clamp","18in One Hand Clamp","Carpentry & Woodworking, Floor & Wall","2016-07-21T09:00:05.000"
"1448","Quick Grip Clamp","12in One Hand Clamp","Carpentry & Woodworking, Floor & Wall","2016-07-21T09:00:09.000"
"1449","Quick Grip Clamp","18in One Hand Clamp","Carpentry & Woodworking, Floor & Wall","2016-07-21T09:00:12.000"
"1450","Quick Grip Clamp","18in One Hand Clamp","Carpentry & Woodworking, Floor & Wall","2016-07-21T09:00:16.000"
"1451","Quick Grip Clamp","18in One Hand Clamp","Carpentry & Woodworking, Floor & Wall","2016-07-21T09:00:19.000"
"1452","Quick Grip Clamp","18in One Hand Clamp","Carpentry & Woodworking, Floor & Wall","2016-07-21T09:00:22.000"
"1453","Wrenches","Folding Hex Key Set","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T09:08:15.000"
"1454","Wrenches","Folding Hex Key Set","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T09:08:22.000"
"1455","Wrenches","Folding Hex Key Set","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T09:08:26.000"
"1456","Wrenches","Folding Hex Key Set","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T09:08:30.000"
