"event_id","title","date","start_time","end_time","location_description","description","snippet","phone","email","cost_free","cost_description","must_see","url","notice"
"90777","Bryant Park Chess & Backgammon","2014-09-04T00:00:00.000","11:00","19:00",,"<p>	Game boards, including chess and backgammon, are available for a small few. Endorsed by the Marshall Chess Club.&nbsp;</p>","Game boards, including chess and backgammon, are available for a small few. Endorsed by the Marshall Chess Club.","(212) 768-4242","bpc@urbanmgt.com","0","Chess boards: $3.00 per half hourBackgammon: $4.00 per half hour","0","bryant-park-chess-backgammon","0"
"125194","Morning Fitness at Fort Tryon Park","2015-06-18T00:00:00.000","07:30","08:30",,"<p>Come to Fort Tryon Park and try something new.&nbsp;Join us on Tuesday, Thursday, and&nbsp;Saturday&nbsp;mornings for one hour of walking, stretching, and strengthening exercises.</p><p>All of our fitness programs are free, led by trained professionals, and suitable for all levels. Wear comfortable clothing and bring water. Please check back for rain and weather/air advisory cancels.<br /><br />For a breath of fresh air, take your workouts outdoors. Parks are becoming a logical alternative environment for those who want to add variety to their work outs, or who just don&#39;t like the gym. And, it&#39;s an affordable way to increase physical activity opportunities, because there&#39;s nothing special to build.</p><p>Exercise with a view, in natural sunlight, with green scenery all around bestows health benefits that can&rsquo;t be found indoors. Scientific studies have shown that the pleasure of being outdoors for example gives your brain, psyche, and immune system an extra boost.</p><p><strong>Please note: </strong>Fitness programs are canceled if the weather is lower than 20 degrees and when there are icy conditions. <strong>Saturday morning walks begin at 8:30 a.m.</strong></p>","Come to Fort Tryon Park and try something new. Join us on Tuesday, Thursday, and Saturday mornings for one hour of walking, stretching, and strengthening exercises.","(212) 795-1388","info@FortTryonParkTrust.org","1",,"0","morning-fitness-at-fort-tryon-park","0"
"115219","Percy Sutton Harlem Walk: Celebrating the Journey, Full STEAM Ahead","2015-08-22T00:00:00.000","08:30","10:30",,"<p>The walk will start at 8:30 a.m., the same time as the <a href=""http://www.nycgovparks.org/events/2015/08/22/percy-sutton-harlem-5k-runcelebrating-the-journey"">5K run</a>, that honors the late Percy Sutton who&nbsp;as Manhattan borough president in the 1970s championed the New York City Marathon. Registered walkers will line up behind the runners on St. Nicholas Avenue, south of West 134th Street. Please be in place for the walk no later than 8:15 a.m.</p><p>Event hashtag:&nbsp;#PercySutton5k&mdash;use it in your public tweets and Instagrams to be automatically entered into the new&nbsp;NYRR Social Hashtag Challenge&nbsp;to win prizes!</p>","The walk will start at 8:30 a.m., the same time as the 5K run. Registered walkers will line up behind the runners on St. Nicholas Avenue south of West 134th Street. Please be in place…",,,"0","Entry fees vary. Please visit <a href=""http://www.nyrr.org/races-and-events/2015/percy-sutton-harlem-walk-celebrating-the-journey-full-steam-ahead"">nyrr.org</a> for more info.","0","percy-sutton-harlem-walk-celebrating-the-journey-full-steam-ahead","0"
"105382","Easter Egg Hunt","2015-03-28T00:00:00.000","10:30","13:00","Parking is available across the street in rear of Pelham Bay/Split Rock Golf Course parking lot.","<p><strong>This event is sold out.</strong></p><p>This is one day when it&rsquo;s okay to put all your eggs in one basket! &nbsp;</p><p>Children 2&ndash;12 hunt for eggs, tap their talent at arts and crafts tables, and have a photo taken with the Easter Bunny.</p><p>Light refreshments will be offered. Please bring your own basket. Tickets may be purchased in advance at <a href=""http://www.bartowpellmansionmuseum.org/events/calendar.php"">bpmm.org</a>.</p><p>Registration is required&nbsp;at (718)&nbsp;885-1461 or info@bpmm.org. Rain date:&nbsp;Sunday, March 29, 1 to 3:30 p.m.</p>","This event is sold out.","(718) 885-1461","info@bpmm.org","0","$15 children 2–12; member children $10","0","easter-egg-hunt","0"
"160964","Wheelchair Basketball Open Gym hosted by the NY Rollin' Knicks Wheelchair Basketball Team","2017-06-21T00:00:00.000","19:30","21:30",,"<p>Have you ever wanted to learn how to play wheelchair basketball and know the rules inside and out? &nbsp;Well, here&#39;s your chance to learn from the best!&nbsp; Come out and scrimmage against other wheelchair basketball players from the NYC area. It&#39;s guaranteed to be&nbsp;tons of fun and you&#39;ll come back every week for more action!</p>","Come out and scrimmage against other wheelchair basketball players from the NYC area.","(718) 293-5934","cory.shaw@parks.nyc.gov","0","A valid NYC Parks recreation center membership is required. To learn more about our memberships, please visit our <a href=""/programs/recreation-centers/membership"">Recreation Center Memberships page</a>.","0","wheelchair-basketball-open-gym-hosted-by-the-ny-rollin-knicks-wheelchair-basketball-team","0"
"82967","Heart of the Community: Yoga Fundamentals","2014-02-14T00:00:00.000","12:00","13:00",,"<p>	Make sparks with NYC Parks!&nbsp;&nbsp;Get&nbsp;fitter&nbsp;with us this Valentine&#39;s Day. Heart of the Community brings you free fitness classes in all five boroughs.&nbsp;</p><p>	Try&nbsp;Yoga Fundamentals!&nbsp;&nbsp;Increase strength, flexibility and awareness. A great class for beginners or yogis looking to polish their practice.</p>","Get fitter with us this Valentine's Day. This is a great class for beginners or yogis looking to polish their practice.",,,"1",,"0","heart-of-the-community-yoga-fundamentals","0"
"110001","Ocean Breeze Summer Fitness: Going the Distance","2015-05-25T00:00:00.000","16:00","17:00",,"<p>Are you interested in building up your stamina? Do you have trouble maintaining your workout? If so, Going the Distance can help you! We&rsquo;ll develop your endurance, strengthen your muscles and improve cardiovascular fitness while striving to promote a healthy lifestyle. Come check us out and find out what it&nbsp;means to go the distance!</p><p>All classes are weather dependent. In cases of rain, please call (718) 667-3543 to confirm classes are still on.</p>","Take free fitness classes outside this summer, brought to you by the staff of the new Ocean Breeze Track & Field Athletic Complex!","(718) 667-3543",,"1",,"0","ocean-breeze-summer-fitness-going-the-distance","0"
"122493","Exhibition - America: The Legacy of African American Public Service","2016-01-28T00:00:00.000","09:00","17:00","3rd floor","<p>The year 1619 marked the beginning of the slave trade in the Thirteen Colonies, but the first African American elected to office in the United States of America has been documented as early as 1768.</p><p>Despite slavery, prejudice and Jim Crow laws, America has seen numerous influential African American leaders who shaped the social, legal,&nbsp;and justice systems. Artists in this exhibition offer broad interpretations on the theme of African Americans in public service. <em>America: The Legacy of African American Public Service</em> celebrates noted government officials, as well as activists and members of the public who dedicated their lives to the greater good of the people.</p><p>This exhibition is presented by NYC Parks Ebony Society.</p>","Artists in this exhibition offer broad interpretations on the theme of African Americans in public service.","(212) 360-8163","artandantiquities@parks.nyc.gov","1",,"0","exhibition-america-the-legacy-of-african-american-public-service","0"
"101526","Chair Yoga","2014-10-20T00:00:00.000","10:00","11:00",,"<p>Instructor:&nbsp; Takako Johnson&nbsp;</p><p>Chair yoga is a gentle form of yoga that can be practiced while sitting or standing using a chair for support. &nbsp;A low impact class, it focuses on strengthening the body&#39;s inner core through slow movements, concentrating and breathing.</p><p>This program is for adults and seniors. &nbsp;<a href=""http://www.nycgovparks.org/programs/recreation-centers/membership"">Recreation Center membership</a> is required.</p>","Chair yoga is a gentle form of yoga that can be practiced while sitting or standing using a chair for support.","(212) 447-2020",,"0","Recreation Center membership is required.  Young adults 18-24:$25/year. Adults 25-61: $75/six months or $150/year.  Seniors 62+: $25/year.","0","chair-yoga1","0"
"161709","2018 Senior Games Table Tennis Clinic","2018-03-14T00:00:00.000","10:00","12:00",,"<p>Let&#39;s get ready to rumble! As the 2018 <a href=""https://www.nycgovparks.org/events/brooklyn-senior-games"">Senior Games</a> slowly approaches, get ready to sharpen those skills with our Table Tennis Clinic hosted by McCarren Play Center.</p><p>Come out and get ready to train hard for the 2018 Senior Games, for adults ages 50 and older. Train&nbsp;with some of our best staff and challenge our members in competitions&nbsp;to help build your skills.</p>","Come out and get ready to train hard for the 2018 Senior Games. Train with some of our best staff and challenge our members in competitions to help build your skills.",,,"0","Please note: </strong>the first day of the clinic is free. To participate in the clinic after the first day, you&#39;ll need a <a href=""/programs/recreation-centers/membership"">Recreation Center Membership</a>","0","2018-senior-games-table-tennis-clinic1","0"
"107543","Greenbelt Tree Tots","2015-06-18T00:00:00.000","10:00","10:45",,"<p>Join us for a dynamic exploration of the wonders of the forest.&nbsp; Through hands-on activities, observations, finger plays, games, and stories, children will become familiar with the sights and sounds of the forest.&nbsp; The program will take place indoors and outdoors [weather-permitting] for 3-4 year olds and their caregiver.&nbsp; Registration required.&nbsp; Space is limited. <strong>No program on&nbsp;7/2.</strong></p>","Join us for a dynamic exploration of the wonders of the forest. Through hands-on activities, observations, finger plays, games, and stories, children will become familiar with…","718-351-3450","naturecenter@sigreenbelt.org","0","$6 Greenbelt Conservancy members; $8 non-members.","0","greenbelt-tree-tots","0"
"128860","Summer Sports Experience at Greenbelt","2016-07-30T00:00:00.000","10:00","14:00",,"<p>Kids are welcome to learn about sports from skilled Parks staff! The Summer Sports Experience provides a friendly, small group&nbsp;introduction to various sports on a drop-in basis. Staff are stationed in parks citywide.</p><p>At Greenbelt, on the outdoor&nbsp;playing fields behind the recreation center,&nbsp;kids will learn all about street hockey and basketball!&nbsp;To find out more, please email Richard.Costello@parks.nyc.gov.</p>","The Summer Sports Experience provides a friendly introduction to sports for kids!",,"Richard.Costello@parks.nyc.gov","1",,"0","summer-sports-experience-at-greenbelt","0"
"101090","Riding the Waves Exhibit","2014-12-06T00:00:00.000","13:00","14:00",,"<p>&nbsp;The new Lenape Gallery at Conference House Park Visitor Center presents&nbsp;Riding the Waves, a new exhibit of the Museum of Maritime Navigation and Communication. The premiere exhibit will feature select pieces from the collection of the museum&#39;s founder, Mr. Samir Farag. The exhibit will run through January 2015.</p>","The new Lenape Gallery at Conference House Park Visitor Center will open Riding the Waves, a new exhibit of the Museum of Maritime Navigation and Communication. The premiere…","(718) 227-1403","francis.gessner@parks.nyc.gov","1",,"0","open-house-ny-riding-the-waves-exhibit","0"
"101137","Riding the Waves Exhibit","2015-01-22T00:00:00.000","13:00","14:00",,"<p>&nbsp;The new Lenape Gallery at Conference House Park Visitor Center presents&nbsp;Riding the Waves, a new exhibit of the Museum of Maritime Navigation and Communication. The premiere exhibit will feature select pieces from the collection of the museum&#39;s founder, Mr. Samir Farag. The exhibit will run through January 2015.</p>","The new Lenape Gallery at Conference House Park Visitor Center will open Riding the Waves, a new exhibit of the Museum of Maritime Navigation and Communication. The premiere…","(718) 227-1403","francis.gessner@parks.nyc.gov","1",,"0","open-house-ny-riding-the-waves-exhibit","0"
"111189","Yoga Class","2015-09-03T00:00:00.000","08:30","09:30",,"<p>This yoga class is led by&nbsp;Yoga Vida and is suitable for all levels. Drop-ins are welcome. Join us!</p>","This yoga class is led by Yoga Vida and is suitable for all levels. Drop-ins are welcome. Join us!",,"sarah.neilson@parks.nyc.gov","1",,"0","yoga-class","0"
"168473","Prospect Park Nature Exploration","2018-08-10T00:00:00.000","12:00","16:00",,"<p>Join Prospect Park Alliance for nature education programs at the Prospect Park Audubon Center, the first urban Audubon Center in the nation.</p><ul>	<li><strong>Discovery Pack, noon &ndash;3:00 p.m.:</strong> Prospect Park Alliance invites you to get inspired by nature with our Discovery Packs, ready-to-go kits filled with nature activities for families.</li>	<li><strong>Bird Nerd Game Hour, 1:00 p.m. &ndash; 2:00 p.m.:</strong> Learn about birds and nature in this fun, mildly competitive hour of puzzles, Bingo, card games, and more!</li>	<li><strong>Animal Encounter, 2:00 p.m. &ndash; 3:00 p.m.:</strong> Join Alliance Naturalists in learning more about the animals in the Audubon Center&rsquo;s collection. This program starts promptly at 2 pm.</li>	<li><strong>Nature on the Go!, 3:00 p.m.&ndash;4:00 p.m.: </strong>An Alliance Naturalist will lead children and families to areas near the Audubon Center, where you can learn about the nature that is all around us. This program leaves promptly at 3 :00 p.m..</li></ul>","Join Prospect Park Alliance for nature education programs at the Prospect Park Audubon Center, the first urban Audubon Center in the nation.",,,"1",,"0","nature-exploration","0"
"134806","Food Scrap Compost Workday","2016-08-26T00:00:00.000","10:00","11:00",,"<p>Ever wonder how we turn food scraps into compost? Join us at one of our compost workdays to learn the hands-on skills involved in transforming food scraps and other organic materials into compost for our community gardens.</p><p>To register or for more information, please call (718)&nbsp;817-8543 or email <a href=""mailto:compost@nybg.org"">compost@nybg.org</a>.</p>","Ever wonder how we turn food scraps into compost? Join us at our compost workdays to learn the hands-on skills involved in transforming food scraps into compost.","(718) 817-8543","compost@nybg.org","1",,"0","food-scrap-compost-workday-at-bainbridge-avenue-garden","0"
"167399","Arsenal Gallery Exhibition: A Collective Utterance - Naima Green","2018-08-22T00:00:00.000","09:00","17:00","third floor","<p><em>A Collective Utterance</em> is a solo exhibition of photographs by the artist Naima Green, presenting a selection of images culled from her ongoing series &ldquo;Jewels from The Hinterland&rdquo; (2013&ndash;present). With black and brown artists, writers, culture workers, and thinkers positioned centrally in each image, the exhibition spans green spaces throughout New York City&mdash;such as Riverside Park, Brooklyn Botanic Garden, and Central Park&mdash;as well as select sites across the United States.</p><p>With each photograph, Green offers a statement of quietude, solace, insistence, and strength, making visible a community purportedly relegated to the margins, yet who critically inform dominant tastes and trends. These gentle, nuanced compositions are particularly urgent within the context of seemingly interminable sociopolitical crisis, where black and brown bodies are continually imaged as sites of violence and trauma. Within the framework of <em>A Collective Utterance</em>, each individual is left to be&mdash;in all of their tenderness, complexities, and intricacies.</p><p><em>A Collective Utterance</em> is organized by Oluremi C. Onabanjo.</p>","Spanning sites such as Riverside Park and Central Park, Green’s photographs present quiet, quotidian portraits—nuanced compositions that revel in her subjects’ subtle gestures, varied postures, and soft gazes.","(212) 360-8163","artandantiquities@parks.nyc.gov","1",,"0","arsneal-gallery-opening-reception-a-collective-utterance-naima-green","0"
"178774","Morning Fitness at Fort Tryon Park","2017-03-11T00:00:00.000","08:30","09:30",,"<p>For a breath of fresh air, take your workouts outdoors.&nbsp;Parks are becoming a logical alternative environment for those who want to add variety to their work outs, or who just don&#39;t like the gym. And, it&#39;s an affordable way to increase physical activity opportunities, because there&#39;s nothing special to build.</p><p>Come to Fort Tryon Park and try something new.&nbsp;Join us on Tuesday, Thursday, and Saturday mornings for one hour of walking, stretching, and strengthening exercises.</p><p>All of our fitness programs are free, led by trained professionals, and suitable for all levels. Wear comfortable clothing and bring water.&nbsp;</p><p>Exercising&nbsp;with a view, in natural sunlight, with green scenery all around bestow&nbsp;health benefits that can&rsquo;t be found indoors. Scientific studies have shown that the pleasure of being outdoors gives your brain, psyche, and immune system an extra boost.</p><p><strong>Please note:&nbsp;</strong>Fitness programs are canceled if the weather is lower than 20 degrees and when there are icy conditions.&nbsp;Please check back for rain and weather/air advisory cancels.</p>","Come to Fort Tryon Park and try something new. Join us on Tuesday, Thursday, and Saturday mornings for one hour of walking, stretching, and strengthening exercises. All of our…","(212) 795-1388","info@FortTryonParkTrust.org","1",,"0","morning-fitness-at-fort-tryon-park","0"
"131579","Meditation","2016-07-10T00:00:00.000","11:45","12:45",,"<p>Take a moment to connect with your inner self while practicing peace and mindfulness. Classic sessions include instruction in simple techniques followed by 20 to 30 minutes of guided meditation led in partnership with&nbsp;Yoga for Bliss.</p><p>All levels are welcome.&nbsp;Please arrive on time;&nbsp;late-comers will not be admitted once the class begins.</p><p>Sessions take place outdoors periodically, weather permitting.</p>","Take a moment to connect with your inner self while practicing peace and mindfulness.",,,"0","$20/$10 Wave Hill Member. Advance registration online receives a $2 discount. Program fee includes admission. Online registration closes at 8:00 a.m. on the day of the session. Drop-ins will be accommodated as the limited space permits. Participants must present their Membership card or a printed program registration form at the front gate or purchase tickets at the Perkins Visitor Center.","0","meditation","0"
"77411","Mad. Sq. Art 2013: Giuseppe Penone: ""Ideas of Stone (Idee di pietra)""","2013-10-01T00:00:00.000","06:00","07:00",,"<div id=""stcpDiv"" style=""position: absolute; top: -1999px; left: -1988px;"">	<p>		New York&mdash;Madison Square Park Conservancy&rsquo;s Mad. Sq. Art announces a new sculptural installation for fall 2013 by renowned Italian artist Giuseppe Penone, consisting of three monumental, 30-foot tall bronze trees. <em>Ideas of Stone</em>, featuring Penone&rsquo;s signature manipulation of the trees&rsquo; natural forms, will interact with Madison Square Park&rsquo;s lush landscape to highlight the relationships amongst man, sculpture and nature<em>. </em>The installation will remain on view daily from September 26, 2013 through February 9, 2014 in Madison Square Park.</p>	<p>		Throughout his 40-year career, Penone has employed natural materials and forms in an exploration of the contrasting and fundamental relationships between man and nature. Penone was a member of the Italian <em>Arte Povera</em> movement, which was comprised of artists who sought to dissolve divisions between art and life by using commonplace subjects and materials in their work. Trees as living sculpture is a recurring theme for Penone. He often manipulates these natural forms by twisting, deconstructing, hollowing, and uprooting the organic figures. He incorporates traces of fingerprints, nails, wires, carvings, and precariously placed boulders as remnant evidence of the sculptures&rsquo; manmade composition and the effect of human interaction with the natural world. Penone addresses concepts of weight, balance, and scale, while merging the manmade and the organic.</p>	<p>		President of the Madison Square Park Conservancy, Debbie Landau comments: &ldquo;With this, the Park&rsquo;s twenty-sixth exhibition of outdoor sculpture, we are honored to present Giuseppe Penone, an esteemed artist of international stature. Penone&rsquo;s work may be best-known to European audiences, and the opportunity to display his towering bronze trees in New York is a tribute to his unique vision which complements the natural environment of the Park&rsquo;s foliage as the seasons transition from fall to winter.&rdquo;</p>	<p>		Artist Giuseppe Penone states: &ldquo;It is with great anticipation that I have planned for the exhibition of my work in Madison Square Park. A tree summarizes in an exemplary way the contrast between two forces: the force of gravity and the weight of life we are part of. The need and the search for balance, which exists in every living being to counteract the force of gravity, is evident in every step and in every small action of our lives. It is a river stone that appears amid the branches of a tree. A stone suspended amid the branches of a tree, separated from the soil by a structure that is not land and is not air, a stone that lies between the force of gravity and the force of the attraction of light.&rdquo;</p>	- See more at: http://www.madisonsquarepark.org/things-to-do/calendar/mad-sq-art-giuseppe-penone#sthash.lBVaxX5M.dpuf</div><div id=""stcpDiv"" style=""position: absolute; top: -1999px; left: -1988px;"">	<p>		New York&mdash;Madison Square Park Conservancy&rsquo;s Mad. Sq. Art announces a new sculptural installation for fall 2013 by renowned Italian artist Giuseppe Penone, consisting of three monumental, 30-foot tall bronze trees. <em>Ideas of Stone</em>, featuring Penone&rsquo;s signature manipulation of the trees&rsquo; natural forms, will interact with Madison Square Park&rsquo;s lush landscape to highlight the relationships amongst man, sculpture and nature<em>. </em>The installation will remain on view daily from September 26, 2013 through February 9, 2014 in Madison Square Park.</p>	<p>		Throughout his 40-year career, Penone has employed natural materials and forms in an exploration of the contrasting and fundamental relationships between man and nature. Penone was a member of the Italian <em>Arte Povera</em> movement, which was comprised of artists who sought to dissolve divisions between art and life by using commonplace subjects and materials in their work. Trees as living sculpture is a recurring theme for Penone. He often manipulates these natural forms by twisting, deconstructing, hollowing, and uprooting the organic figures. He incorporates traces of fingerprints, nails, wires, carvings, and precariously placed boulders as remnant evidence of the sculptures&rsquo; manmade composition and the effect of human interaction with the natural world. Penone addresses concepts of weight, balance, and scale, while merging the manmade and the organic.</p>	<p>		President of the Madison Square Park Conservancy, Debbie Landau comments: &ldquo;With this, the Park&rsquo;s twenty-sixth exhibition of outdoor sculpture, we are honored to present Giuseppe Penone, an esteemed artist of international stature. Penone&rsquo;s work may be best-known to European audiences, and the opportunity to display his towering bronze trees in New York is a tribute to his unique vision which complements the natural environment of the Park&rsquo;s foliage as the seasons transition from fall to winter.&rdquo;</p>	<p>		Artist Giuseppe Penone states: &ldquo;It is with great anticipation that I have planned for the exhibition of my work in Madison Square Park. A tree summarizes in an exemplary way the contrast between two forces: the force of gravity and the weight of life we are part of. The need and the search for balance, which exists in every living being to counteract the force of gravity, is evident in every step and in every small action of our lives. It is a river stone that appears amid the branches of a tree. A stone suspended amid the branches of a tree, separated from the soil by a structure that is not land and is not air, a stone that lies between the force of gravity and the force of the attraction of light.&rdquo;</p>	- See more at: http://www.madisonsquarepark.org/things-to-do/calendar/mad-sq-art-giuseppe-penone#sthash.lBVaxX5M.dpufdfdf</div><div id=""stcpDiv"" style=""position: absolute; top: -1999px; left: -1988px;"">	<p>		New York&mdash;Madison Square Park Conservancy&rsquo;s Mad. Sq. Art announces a new sculptural installation for fall 2013 by renowned Italian artist Giuseppe Penone, consisting of three monumental, 30-foot tall bronze trees. <em>Ideas of Stone</em>, featuring Penone&rsquo;s signature manipulation of the trees&rsquo; natural forms, will interact with Madison Square Park&rsquo;s lush landscape to highlight the relationships amongst man, sculpture and nature<em>. </em>The installation will remain on view daily from September 26, 2013 through February 9, 2014 in Madison Square Park.</p>	<p>		Throughout his 40-year career, Penone has employed natural materials and forms in an exploration of the contrasting and fundamental relationships between man and nature. Penone was a member of the Italian <em>Arte Povera</em> movement, which was comprised of artists who sought to dissolve divisions between art and life by using commonplace subjects and materials in their work. Trees as living sculpture is a recurring theme for Penone. He often manipulates these natural forms by twisting, deconstructing, hollowing, and uprooting the organic figures. He incorporates traces of fingerprints, nails, wires, carvings, and precariously placed boulders as remnant evidence of the sculptures&rsquo; manmade composition and the effect of human interaction with the natural world. Penone addresses concepts of weight, balance, and scale, while merging the manmade and the organic.</p>	<p>		President of the Madison Square Park Conservancy, Debbie Landau comments: &ldquo;With this, the Park&rsquo;s twenty-sixth exhibition of outdoor sculpture, we are honored to present Giuseppe Penone, an esteemed artist of international stature. Penone&rsquo;s work may be best-known to European audiences, and the opportunity to display his towering bronze trees in New York is a tribute to his unique vision which complements the natural environment of the Park&rsquo;s foliage as the seasons transition from fall to winter.&rdquo;</p>	<p>		Artist Giuseppe Penone states: &ldquo;It is with great anticipation that I have planned for the exhibition of my work in Madison Square Park. A tree summarizes in an exemplary way the contrast between two forces: the force of gravity and the weight of life we are part of. The need and the search for balance, which exists in every living being to counteract the force of gravity, is evident in every step and in every small action of our lives. It is a river stone that appears amid the branches of a tree. A stone suspended amid the branches of a tree, separated from the soil by a structure that is not land and is not air, a stone that lies between the force of gravity and the force of the attraction of light.&rdquo;</p>	- See more at: http://www.madisonsquarepark.org/things-to-do/calendar/mad-sq-art-giuseppe-penone#sthash.lBVaxX5M.dpuf</div><div id=""stcpDiv"" style=""position: absolute; top: -1999px; left: -1988px;"">	<p>		New York&mdash;Madison Square Park Conservancy&rsquo;s Mad. Sq. Art announces a new sculptural installation for fall 2013 by renowned Italian artist Giuseppe Penone, consisting of three monumental, 30-foot tall bronze trees. <em>Ideas of Stone</em>, featuring Penone&rsquo;s signature manipulation of the trees&rsquo; natural forms, will interact with Madison Square Park&rsquo;s lush landscape to highlight the relationships amongst man, sculpture and nature<em>. </em>The installation will remain on view daily from September 26, 2013 through February 9, 2014 in Madison Square Park.</p>	<p>		Throughout his 40-year career, Penone has employed natural materials and forms in an exploration of the contrasting and fundamental relationships between man and nature. Penone was a member of the Italian <em>Arte Povera</em> movement, which was comprised of artists who sought to dissolve divisions between art and life by using commonplace subjects and materials in their work. Trees as living sculpture is a recurring theme for Penone. He often manipulates these natural forms by twisting, deconstructing, hollowing, and uprooting the organic figures. He incorporates traces of fingerprints, nails, wires, carvings, and precariously placed boulders as remnant evidence of the sculptures&rsquo; manmade composition and the effect of human interaction with the natural world. Penone addresses concepts of weight, balance, and scale, while merging the manmade and the organic.</p>	<p>		President of the Madison Square Park Conservancy, Debbie Landau comments: &ldquo;With this, the Park&rsquo;s twenty-sixth exhibition of outdoor sculpture, we are honored to present Giuseppe Penone, an esteemed artist of international stature. Penone&rsquo;s work may be best-known to European audiences, and the opportunity to display his towering bronze trees in New York is a tribute to his unique vision which complements the natural environment of the Park&rsquo;s foliage as the seasons transition from fall to winter.&rdquo;</p>	<p>		Artist Giuseppe Penone states: &ldquo;It is with great anticipation that I have planned for the exhibition of my work in Madison Square Park. A tree summarizes in an exemplary way the contrast between two forces: the force of gravity and the weight of life we are part of. The need and the search for balance, which exists in every living being to counteract the force of gravity, is evident in every step and in every small action of our lives. It is a river stone that appears amid the branches of a tree. A stone suspended amid the branches of a tree, separated from the soil by a structure that is not land and is not air, a stone that lies between the force of gravity and the force of the attraction of light.&rdquo;</p>	- See more at: http://www.madisonsquarepark.org/things-to-do/calendar/mad-sq-art-giuseppe-penone#sthash.lBVaxX5M.dpuf</div><p>	Madison Square Park Conservancy&rsquo;s Mad. Sq. Art&#39;s sculptural installation for fall 2013 is by renowned Italian artist Giuseppe Penone and consists of three monumental, 30-foot tall bronze trees. <em>Ideas of Stone (Idee di pietra)</em>, featuring Penone&rsquo;s signature manipulation of the trees&rsquo; natural forms, will interact with Madison Square Park&rsquo;s lush landscape to highlight the relationships amongst man, sculpture and nature<em>. </em>The installation will remain on view daily from September 26, 2013 through February 9, 2014 in Madison Square Park.</p><p>	Throughout his 40-year career, Penone has employed natural materials and forms in an exploration of the contrasting and fundamental relationships between man and nature. Penone was a member of the Italian <em>Arte Povera</em> movement, which was comprised of artists who sought to dissolve divisions between art and life by using commonplace subjects and materials in their work. Trees as living sculpture is a recurring theme for Penone. He often manipulates these natural forms by twisting, deconstructing, hollowing, and uprooting the organic figures. He incorporates traces of fingerprints, nails, wires, carvings, and precariously placed boulders as remnant evidence of the sculptures&rsquo; manmade composition and the effect of human interaction with the natural world. Penone addresses concepts of weight, balance, and scale, while merging the manmade and the organic.</p>","Madison Square Park Conservancy’s Mad. Sq. Art announces a new sculptural installation for fall 2013 by renowned Italian artist Giuseppe Penone, consisting of three monumental, 30-foot tall bronze trees. ""Ideas of Stone (Idee di pietra)"" featuring Penone’s signature manipulation of the trees’ natural forms, will interact with Madison Square Park’s lush landscape to highlight the relationships amongst man, sculpture and nature.",,"info@madisonsquarepark.org","1",,"0","mad-sq-art-2013-l-giuseppe-penone-ideas-of-stone-idee-di-pietra","0"
"70058","Bryant Park Intermediate Spanish Class","2013-06-26T00:00:00.000","11:45","12:30","Upper Terrace gravel, across BP Cafe","Bonjour! Hola! Konnichiwa! Ciao! Learn a new language or brush up on your skills in these standalone classes. Attend at any time &ndash; lessons are not cumulative.<div></div><div>	Registration required:</div><div>	inlinguainBryantPark@inlingua.com</div><div></div>","Learn a new language or brush up on your skills in these standalone classes.","(212) 768-4242","bpc@urbanmgt.com","1",,"0","bryant-park-intermediate-spanish-class","0"
"172507","Gallery Tour","2018-09-11T00:00:00.000","14:00","15:00",,"<p>Learn about Glyndor Gallery exhibitions on a tour led by Wave Hill&rsquo;s Curatorial Fellow.&nbsp;</p><p>In a new collaboration, Wave Hill is partnering with the&nbsp;American Society of Botanical Artists&nbsp;to produce and host ASBA&rsquo;s&nbsp;21st Annual International. ASBA&rsquo;s mission is to provide a thriving, interactive community dedicated to perpetuating the tradition and contemporary practice of botanical art. This juried exhibition consists of two-dimensional original botanical art, including some specimens found at Wave Hill. In the Sunroom Project Space,&nbsp;Ashton Agbomenou&rsquo;s new project stems from his time in Wave Hill&rsquo;s 2018 Winter Workspace. Seeking synchronicity in the African diaspora, Agbomenou constructs visual mementos through his collage-like, layered-painting process, drawing inspiration from Wave Hill&rsquo;s natural resources. Bronx-born, Dominican-American artist&nbsp;Yelaine Rodriguezworks on a new series for the Sun Porch. Using photography, video and performance, Rodriguez creates a unique narrative that examines self-identity and draws inspiration from the colors and textures in nature and from her experience of Wave Hill&rsquo;s landscape during the 2018 Winter Workspace program.</p><p>Free with admission to the grounds.</p>","Learn about Glyndor Gallery exhibitions on a tour led by Wave Hill’s Curatorial Fellow.",,,"0","Free with admission to the grounds. Admission is $8 Adults, $4 Students and Seniors 65+, $2 Children 6+, Free to Members and children under 6.","0","gallery-tour","0"
"121225","Grand Army Plaza Menorah Lighting in Manhattan","2015-12-08T00:00:00.000","17:30","18:30",,"<p>Gather around the 32-foot-tall menorah to celebrate Chanukah, the annual Jewish Festival of Lights.&nbsp;</p><p>Lightings generally take place around 5:30 p.m. On Fridays, lightings usually take place at 3:30 p.m. and at 8:00 p.m. on Saturdays.&nbsp;</p>","Gather around the 32-foot-tall menorah to celebrate Chanukah, the annual Jewish Festival of Lights.",,,"1",,"0","grand-army-plaza-menorah-lighting-in-manhattan","0"
