txn_id,post_date,account_id,applicant_id,slip_id,basin,rate_class,txn_type,length_ft_billed,months_billed,foot_months,rate_per_foot_month,amount,tax_amount,total_amount,payment_status,due_date,paid_date,notes
TXN-202305-019443,2023-05-01,AC-VB-0412,WL-02252,VB-0412,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,56,1,56,10.4,582.4,74.78,657.18,PAID,2023-05-15,2023-05-18,
TXN-202305-019444,2023-05-01,AC-VB-0412,WL-02252,VB-0412,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,58.03,7.45,65.48,PAID,2023-05-15,2023-05-18,metered
TXN-202305-019502,2023-05-01,AC-VB-0413,WL-01014,VB-0413,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,44,1,44,10.4,457.6,58.76,516.36,PAID,2023-05-15,2023-05-14,
TXN-202305-019503,2023-05-01,AC-VB-0413,WL-01014,VB-0413,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,83.22,10.69,93.91,PAID,2023-05-15,2023-05-14,metered
TXN-202305-019607,2023-05-01,AC-VB-0415,WL-03507,VB-0415,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,24,1,24,10.4,249.6,32.05,281.65,PAID,2023-05-15,2023-05-03,
TXN-202305-019666,2023-05-01,AC-VB-0416,WL-03602,VB-0416,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2023-05-15,2023-05-23,
TXN-202305-019667,2023-05-01,AC-VB-0416,WL-03602,VB-0416,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,114.43,14.69,129.12,PAID,2023-05-15,2023-05-23,metered
TXN-202305-019733,2023-05-01,AC-VB-0417,WL-03358,VB-0417,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2023-05-15,2023-05-26,
TXN-202305-019811,2023-05-01,AC-VB-0418,WL-03210,VB-0418,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,34,1,34,10.4,353.6,45.4,399.0,LATE,2023-05-15,,
TXN-202305-019812,2023-05-01,AC-VB-0418,WL-03210,VB-0418,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,112.92,14.5,127.42,OPEN,2023-05-15,,metered
TXN-202305-019894,2023-05-01,AC-VB-0419,WL-03884,VB-0419,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,33,1,33,10.4,343.2,44.07,387.27,PAID,2023-05-15,2023-05-13,
TXN-202305-019976,2023-05-01,AC-VB-0420,WL-01215,VB-0420,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2023-05-15,2023-05-16,
TXN-202305-020032,2023-05-01,AC-VB-0422,WL-03830,VB-0422,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2023-05-15,2023-05-10,
TXN-202305-020189,2023-05-01,AC-VB-0501,WL-03576,VB-0501,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,37,1,37,10.4,384.8,49.41,434.21,PAID,2023-05-15,2023-05-14,
TXN-202305-020317,2023-05-01,AC-VB-0504,WL-03734,VB-0504,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,52,1,52,10.4,540.8,69.44,610.24,PAID,2023-05-15,2023-05-11,
TXN-202305-020424,2023-05-01,AC-VB-0506,WL-03154,VB-0506,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,10.4,416.0,53.41,469.41,PAID,2023-05-15,2023-05-03,
TXN-202305-020425,2023-05-01,AC-VB-0506,WL-03154,VB-0506,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,21.8,2.8,24.6,PAID,2023-05-15,2023-05-03,metered
TXN-202305-020491,2023-05-01,AC-VB-0507,WL-01541,VB-0507,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,10.4,416.0,53.41,469.41,PAID,2023-05-15,2023-05-11,
TXN-202305-020492,2023-05-01,AC-VB-0507,WL-01541,VB-0507,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,120.49,15.47,135.96,PAID,2023-05-15,2023-05-11,metered
TXN-202305-020552,2023-05-01,AC-VB-0508,WL-01834,VB-0508,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,54,1,54,10.4,561.6,72.11,633.71,PAID,2023-05-15,2023-05-09,
TXN-202305-020616,2023-05-01,AC-VB-0509,WL-02326,VB-0509,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,33,1,33,10.4,343.2,44.07,387.27,PAID,2023-05-15,2023-05-26,
TXN-202305-020684,2023-05-01,AC-VB-0510,WL-03831,VB-0510,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,10.4,416.0,53.41,469.41,PAID,2023-05-15,2023-05-17,
TXN-202305-020762,2023-05-01,AC-VB-0511,WL-02036,VB-0511,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,47,1,47,10.4,488.8,62.76,551.56,PAID,2023-05-15,2023-05-15,
TXN-202305-020763,2023-05-01,AC-VB-0511,WL-02036,VB-0511,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,38.87,4.99,43.86,PAID,2023-05-15,2023-05-15,metered
TXN-202305-020954,2023-05-01,AC-VB-0515,WL-02590,VB-0515,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,42,1,42,10.4,436.8,56.09,492.89,PAID,2023-05-15,2023-05-15,
TXN-202305-020955,2023-05-01,AC-VB-0515,WL-02590,VB-0515,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,135.85,17.44,153.29,PAID,2023-05-15,2023-05-15,metered
TXN-202305-021069,2023-05-01,AC-VB-0518,WL-01561,VB-0518,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,57,1,57,10.4,592.8,76.12,668.92,PAID,2023-05-15,2023-05-19,
TXN-202305-021140,2023-05-01,AC-VB-0519,WL-02751,VB-0519,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,49,1,49,10.4,509.6,65.43,575.03,PAID,2023-05-15,2023-05-23,
TXN-202305-021211,2023-05-01,AC-VB-0520,WL-03010,VB-0520,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2023-05-15,2023-05-08,
TXN-202305-021274,2023-05-01,AC-VB-0521,WL-02877,VB-0521,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,34,1,34,10.4,353.6,45.4,399.0,PAID,2023-05-15,2023-05-26,
TXN-202305-021386,2023-05-01,AC-VB-0523,WL-01927,VB-0523,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,39,1,39,10.4,405.6,52.08,457.68,PAID,2023-05-15,2023-05-21,
TXN-202305-021465,2023-05-01,AC-VB-0524,WL-02787,VB-0524,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2023-05-15,2023-05-07,
TXN-202305-021466,2023-05-01,AC-VB-0524,WL-02787,VB-0524,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,59.24,7.61,66.85,PAID,2023-05-15,2023-05-07,metered
TXN-202305-021775,2023-05-01,AC-VB-0606,WL-02404,VB-0606,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,45,1,45,10.4,468.0,60.09,528.09,PAID,2023-05-15,2023-05-26,
TXN-202305-021776,2023-05-01,AC-VB-0606,WL-02404,VB-0606,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,35.66,4.58,40.24,PAID,2023-05-15,2023-05-26,metered
TXN-202305-021857,2023-05-01,AC-VB-0607,WL-01590,VB-0607,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2023-05-15,2023-05-19,
TXN-202305-021920,2023-05-01,AC-VB-0609,WL-01547,VB-0609,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2023-05-15,2023-05-21,
TXN-202305-022002,2023-05-01,AC-VB-0610,WL-03058,VB-0610,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,60,1,60,10.4,624.0,80.12,704.12,PAID,2023-05-15,2023-05-22,
TXN-202305-022003,2023-05-01,AC-VB-0610,WL-03058,VB-0610,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,72.9,9.36,82.26,PAID,2023-05-15,2023-05-22,metered
TXN-202305-022180,2023-05-01,AC-VB-0613,WL-02467,VB-0613,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,55,1,55,10.4,572.0,73.44,645.44,PAID,2023-05-15,2023-05-18,
TXN-202305-022249,2023-05-01,AC-VB-0614,WL-01843,VB-0614,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,45,1,45,10.4,468.0,60.09,528.09,PAID,2023-05-15,2023-05-27,
TXN-202305-022250,2023-05-01,AC-VB-0614,WL-01843,VB-0614,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,100.33,12.88,113.21,PAID,2023-05-15,2023-05-27,metered
TXN-202305-022374,2023-05-01,AC-VB-0616,WL-01627,VB-0616,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,33,1,33,10.4,343.2,44.07,387.27,PAID,2023-05-15,2023-05-09,
TXN-202305-022375,2023-05-01,AC-VB-0616,WL-01627,VB-0616,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,127.79,16.41,144.2,PAID,2023-05-15,2023-05-09,metered
TXN-202305-022450,2023-05-01,AC-VB-0617,WL-02887,VB-0617,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,49,1,49,10.4,509.6,65.43,575.03,PAID,2023-05-15,2023-05-12,
TXN-202305-022451,2023-05-01,AC-VB-0617,WL-02887,VB-0617,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,75.32,9.67,84.99,PAID,2023-05-15,2023-05-12,metered
TXN-202305-022512,2023-05-01,AC-VB-0618,WL-02828,VB-0618,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,60,1,60,10.4,624.0,80.12,704.12,PAID,2023-05-15,2023-05-27,
TXN-202305-022581,2023-05-01,AC-VB-0619,WL-01841,VB-0619,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,62,1,62,10.4,644.8,82.79,727.59,PAID,2023-05-15,2023-05-03,
TXN-202305-022646,2023-05-01,AC-VB-0620,WL-01226,VB-0620,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,48,1,48,10.4,499.2,64.1,563.3,PAID,2023-05-15,2023-05-12,
TXN-202305-022647,2023-05-01,AC-VB-0620,WL-01226,VB-0620,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,121.76,15.63,137.39,PAID,2023-05-15,2023-05-12,metered
TXN-202305-022869,2023-05-01,AC-VB-0624,WL-03304,VB-0624,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,10.4,416.0,53.41,469.41,PAID,2023-05-15,2023-05-08,
TXN-202305-022870,2023-05-01,AC-VB-0624,WL-03304,VB-0624,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,97.16,12.48,109.64,PAID,2023-05-15,2023-05-08,metered
TXN-202305-022939,2023-05-01,AC-VB-0701,WL-02201,VB-0701,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,38,1,38,10.4,395.2,50.74,445.94,PAID,2023-05-15,2023-05-11,
TXN-202305-022940,2023-05-01,AC-VB-0701,WL-02201,VB-0701,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,88.99,11.43,100.42,PAID,2023-05-15,2023-05-11,metered
TXN-202305-023011,2023-05-01,AC-VB-0703,WL-01897,VB-0703,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,61,1,61,10.4,634.4,81.46,715.86,PAID,2023-05-15,2023-05-26,
TXN-202305-023012,2023-05-01,AC-VB-0703,WL-01897,VB-0703,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,31.83,4.09,35.92,PAID,2023-05-15,2023-05-26,metered
TXN-202305-023092,2023-05-01,AC-VB-0704,WL-02737,VB-0704,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,44,1,44,10.4,457.6,58.76,516.36,PAID,2023-05-15,2023-05-16,
TXN-202305-023154,2023-05-01,AC-VB-0705,WL-02998,VB-0705,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,46,1,46,10.4,478.4,61.43,539.83,PAID,2023-05-15,2023-05-03,
TXN-202305-023223,2023-05-01,AC-VB-0706,WL-02627,VB-0706,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,34,1,34,10.4,353.6,45.4,399.0,PAID,2023-05-15,2023-05-23,
TXN-202305-023336,2023-05-01,AC-VB-0708,WL-01549,VB-0708,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2023-05-15,2023-05-21,
TXN-202305-023408,2023-05-01,AC-VB-0709,WL-03117,VB-0709,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,44,1,44,10.4,457.6,58.76,516.36,LATE,2023-05-15,,
TXN-202305-023409,2023-05-01,AC-VB-0709,WL-03117,VB-0709,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,97.51,12.52,110.03,OPEN,2023-05-15,,metered
TXN-202305-023573,2023-05-01,AC-VB-0712,WL-03530,VB-0712,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,41,1,41,10.4,426.4,54.75,481.15,OPEN,2023-05-15,,
TXN-202305-023574,2023-05-01,AC-VB-0712,WL-03530,VB-0712,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,45.64,5.86,51.5,OPEN,2023-05-15,,metered
TXN-202305-023697,2023-05-01,AC-VB-0714,WL-02262,VB-0714,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,62,1,62,10.4,644.8,82.79,727.59,PAID,2023-05-15,2023-05-13,
TXN-202305-023767,2023-05-01,AC-VB-0715,WL-02850,VB-0715,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,49,1,49,10.4,509.6,65.43,575.03,PAID,2023-05-15,2023-05-06,
TXN-202305-023841,2023-05-01,AC-VB-0716,WL-02482,VB-0716,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,58,1,58,10.4,603.2,77.45,680.65,PAID,2023-05-15,2023-05-16,
TXN-202305-023912,2023-05-01,AC-VB-0717,WL-01515,VB-0717,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,51,1,51,10.4,530.4,68.1,598.5,PAID,2023-05-15,2023-05-15,
TXN-202305-023995,2023-05-01,AC-VB-0718,WL-02670,VB-0718,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2023-05-15,2023-05-23,
TXN-202305-023996,2023-05-01,AC-VB-0718,WL-02670,VB-0718,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,50.39,6.47,56.86,PAID,2023-05-15,2023-05-23,metered
TXN-202305-024079,2023-05-01,AC-VB-0719,WL-01748,VB-0719,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2023-05-15,2023-05-03,
TXN-202305-024140,2023-05-01,AC-VB-0720,WL-01043,VB-0720,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,62,1,62,10.4,644.8,82.79,727.59,PAID,2023-05-15,2023-05-08,
TXN-202305-024261,2023-05-01,AC-VB-0722,WL-03066,VB-0722,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,54,1,54,10.4,561.6,72.11,633.71,PAID,2023-05-15,2023-05-07,
TXN-202305-024336,2023-05-01,AC-VB-0723,WL-03192,VB-0723,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,56,1,56,10.4,582.4,74.78,657.18,PAID,2023-05-15,2023-05-22,
TXN-202305-024337,2023-05-01,AC-VB-0723,WL-03192,VB-0723,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,24.81,3.19,28.0,PAID,2023-05-15,2023-05-22,metered
TXN-202305-024401,2023-05-01,AC-VB-0724,WL-02714,VB-0724,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,55,1,55,10.4,572.0,73.44,645.44,PAID,2023-05-15,2023-05-20,
TXN-202305-024471,2023-05-01,AC-VB-0801,WL-01099,VB-0801,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,10.4,416.0,53.41,469.41,LATE,2023-05-15,,
TXN-202305-024472,2023-05-01,AC-VB-0801,WL-01099,VB-0801,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,33.16,4.26,37.42,OPEN,2023-05-15,,metered
TXN-202305-024599,2023-05-01,AC-VB-0803,WL-01889,VB-0803,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2023-05-15,2023-05-26,
TXN-202305-024600,2023-05-01,AC-VB-0803,WL-01889,VB-0803,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,29.84,3.83,33.67,PAID,2023-05-15,2023-05-26,metered
TXN-202305-024665,2023-05-01,AC-VB-0804,WL-02837,VB-0804,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,24,1,24,10.4,249.6,32.05,281.65,PAID,2023-05-15,2023-05-07,
TXN-202305-024666,2023-05-01,AC-VB-0804,WL-02837,VB-0804,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,121.85,15.65,137.5,PAID,2023-05-15,2023-05-07,metered
TXN-202305-024865,2023-05-01,AC-VB-0808,WL-03837,VB-0808,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,24,1,24,10.4,249.6,32.05,281.65,PAID,2023-05-15,2023-05-06,
TXN-202305-024928,2023-05-01,AC-VB-0810,WL-03458,VB-0810,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2023-05-15,2023-05-13,
TXN-202305-024994,2023-05-01,AC-VB-0811,WL-02419,VB-0811,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,53,1,53,10.4,551.2,70.77,621.97,PAID,2023-05-15,2023-05-11,
TXN-202305-025055,2023-05-01,AC-VB-0812,WL-02636,VB-0812,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,34,1,34,10.4,353.6,45.4,399.0,PAID,2023-05-15,2023-05-24,
TXN-202305-025056,2023-05-01,AC-VB-0812,WL-02636,VB-0812,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,129.08,16.57,145.65,PAID,2023-05-15,2023-05-24,metered
TXN-202305-025121,2023-05-01,AC-VB-0813,WL-03132,VB-0813,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,57,1,57,10.4,592.8,76.12,668.92,PAID,2023-05-15,2023-05-21,
TXN-202305-025122,2023-05-01,AC-VB-0813,WL-03132,VB-0813,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,126.57,16.25,142.82,PAID,2023-05-15,2023-05-21,metered
TXN-202305-025284,2023-05-01,AC-VB-0816,WL-02825,VB-0816,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,59,1,59,10.4,613.6,78.79,692.39,PAID,2023-05-15,2023-05-22,
TXN-202305-025285,2023-05-01,AC-VB-0816,WL-02825,VB-0816,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,96.0,12.33,108.33,PAID,2023-05-15,2023-05-22,metered
TXN-202305-025359,2023-05-01,AC-VB-0817,WL-02072,VB-0817,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,55,1,55,10.4,572.0,73.44,645.44,PAID,2023-05-15,2023-05-12,
TXN-202305-025541,2023-05-01,AC-VB-0820,WL-01842,VB-0820,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,10.4,416.0,53.41,469.41,PAID,2023-05-15,2023-05-09,
TXN-202305-025600,2023-05-01,AC-VB-0821,WL-02284,VB-0821,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,58,1,58,10.4,603.2,77.45,680.65,PAID,2023-05-15,2023-05-24,
TXN-202305-025666,2023-05-01,AC-VB-0822,WL-01320,VB-0822,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,51,1,51,10.4,530.4,68.1,598.5,PAID,2023-05-15,2023-05-04,
TXN-202305-025667,2023-05-01,AC-VB-0822,WL-01320,VB-0822,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,73.52,9.44,82.96,PAID,2023-05-15,2023-05-04,metered
TXN-202305-025800,2023-05-01,AC-VB-0901,WL-02650,VB-0901,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,47,1,47,10.4,488.8,62.76,551.56,PAID,2023-05-15,2023-05-21,
TXN-202305-025859,2023-05-01,AC-VB-0902,WL-01273,VB-0902,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,59,1,59,10.4,613.6,78.79,692.39,PAID,2023-05-15,2023-05-11,
TXN-202305-025920,2023-05-01,AC-VB-0903,WL-02456,VB-0903,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,57,1,57,10.4,592.8,76.12,668.92,PAID,2023-05-15,2023-05-17,
TXN-202305-025997,2023-05-01,AC-VB-0904,WL-02354,VB-0904,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,57,1,57,10.4,592.8,76.12,668.92,PAID,2023-05-15,2023-05-24,
TXN-202305-026053,2023-05-01,AC-VB-0905,WL-03101,VB-0905,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2023-05-15,2023-05-20,
TXN-202305-026114,2023-05-01,AC-VB-0906,WL-02747,VB-0906,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2023-05-15,2023-05-08,
TXN-202305-026115,2023-05-01,AC-VB-0906,WL-02747,VB-0906,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,134.25,17.24,151.49,PAID,2023-05-15,2023-05-08,metered
TXN-202305-026194,2023-05-01,AC-VB-0907,WL-03855,VB-0907,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2023-05-15,2023-05-10,
TXN-202305-026195,2023-05-01,AC-VB-0907,WL-03855,VB-0907,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,129.84,16.67,146.51,PAID,2023-05-15,2023-05-10,metered
TXN-202305-026261,2023-05-01,AC-VB-0908,WL-02711,VB-0908,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,56,1,56,10.4,582.4,74.78,657.18,PAID,2023-05-15,2023-05-20,
TXN-202305-026262,2023-05-01,AC-VB-0908,WL-02711,VB-0908,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,115.38,14.81,130.19,PAID,2023-05-15,2023-05-20,metered
TXN-202305-026322,2023-05-01,AC-VB-0909,WL-02313,VB-0909,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,62,1,62,10.4,644.8,82.79,727.59,PAID,2023-05-15,2023-05-13,
TXN-202305-026389,2023-05-01,AC-VB-0910,WL-03308,VB-0910,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,61,1,61,10.4,634.4,81.46,715.86,LATE,2023-05-15,,
TXN-202305-026605,2023-05-01,AC-VB-0914,WL-02950,VB-0914,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2023-05-15,2023-05-06,
TXN-202305-026680,2023-05-01,AC-VB-0915,WL-02424,VB-0915,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,37,1,37,10.4,384.8,49.41,434.21,PAID,2023-05-15,2023-05-07,
TXN-202305-026681,2023-05-01,AC-VB-0915,WL-02424,VB-0915,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,44.4,5.7,50.1,PAID,2023-05-15,2023-05-07,metered
TXN-202305-026868,2023-05-01,AC-VB-0918,WL-03033,VB-0918,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2023-05-15,2023-05-21,
TXN-202305-026869,2023-05-01,AC-VB-0918,WL-03033,VB-0918,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,81.22,10.43,91.65,PAID,2023-05-15,2023-05-21,metered
TXN-202305-026935,2023-05-01,AC-VB-0919,WL-03091,VB-0919,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,62,1,62,10.4,644.8,82.79,727.59,PAID,2023-05-15,2023-05-11,
TXN-202305-026936,2023-05-01,AC-VB-0919,WL-03091,VB-0919,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,130.49,16.75,147.24,PAID,2023-05-15,2023-05-11,metered
TXN-202305-027139,2023-05-01,AC-VB-0924,WL-03176,VB-0924,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2023-05-15,2023-05-16,
TXN-202305-027208,2023-05-01,AC-VB-1001,WL-03801,VB-1001,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,10.4,416.0,53.41,469.41,PAID,2023-05-15,2023-05-16,
TXN-202305-027419,2023-05-01,AC-VB-1006,WL-03723,VB-1006,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,29,1,29,10.4,301.6,38.73,340.33,PAID,2023-05-15,2023-05-20,
TXN-202305-027593,2023-05-01,AC-VB-1009,WL-02802,VB-1009,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,44,1,44,10.4,457.6,58.76,516.36,PAID,2023-05-15,2023-05-26,
TXN-202305-027677,2023-05-01,AC-VB-1010,WL-03077,VB-1010,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,49,1,49,10.4,509.6,65.43,575.03,LATE,2023-05-15,,
TXN-202305-027782,2023-05-01,AC-VB-1012,WL-01323,VB-1012,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,58,1,58,10.4,603.2,77.45,680.65,PAID,2023-05-15,2023-05-18,
TXN-202305-027856,2023-05-01,AC-VB-1013,WL-02105,VB-1013,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2023-05-15,2023-05-08,
TXN-202305-027935,2023-05-01,AC-VB-1014,WL-02188,VB-1014,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2023-05-15,2023-05-09,
TXN-202305-028053,2023-05-01,AC-VB-1016,WL-03078,VB-1016,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,50,1,50,10.4,520.0,66.77,586.77,PAID,2023-05-15,2023-05-21,
TXN-202305-028184,2023-05-01,AC-VB-1018,WL-02100,VB-1018,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,52,1,52,10.4,540.8,69.44,610.24,LATE,2023-05-15,,
